t,semaforo_C11,semaforo_C12,semaforo_C13,semaforo_C21,semaforo_C22,semaforo_C23,semaforo_C31,semaforo_C32,semaforo_C33
555,0,0,0,2,3,1,2,2,0
556,0,0,1,2,3,1,2,2,0
557,0,0,1,2,3,1,2,2,0
558,0,0,1,2,0,2,2,2,0
559,0,0,2,2,0,2,2,2,0
560,0,0,2,2,0,2,2,3,0
561,0,1,2,2,0,2,3,3,0
562,0,1,2,2,0,2,3,3,0
563,0,1,2,2,0,2,3,0,0
564,0,2,2,2,0,2,0,0,0
565,0,2,2,2,0,2,0,0,0
566,0,2,2,2,0,2,0,0,0
567,0,2,2,2,0,2,0,0,0
568,0,2,2,2,0,3,0,0,0
569,0,2,3,2,0,3,0,0,0
570,0,2,3,2,0,3,0,0,0
571,0,2,3,2,0,0,0,0,1
572,0,2,0,2,0,0,0,0,1
573,0,2,0,2,0,0,0,1,1
574,0,3,0,2,0,0,0,1,2
575,0,3,0,2,0,0,0,1,2
576,0,3,0,2,0,0,0,2,2
577,0,0,0,2,0,0,0,2,2
578,0,0,0,2,1,0,0,2,2
579,0,0,0,2,1,0,0,2,2
580,0,0,0,3,1,0,0,2,2
581,1,0,0,3,2,0,0,2,2
582,1,0,1,3,2,0,0,2,2
583,1,0,1,0,2,0,0,2,2
584,2,0,1,0,2,0,0,2,3
585,2,0,2,0,2,0,0,2,3
586,2,0,2,0,2,0,0,3,3
587,2,0,2,0,2,0,0,3,0
588,2,0,2,0,2,0,0,3,0
589,2,0,2,0,2,0,0,0,0
590,2,0,2,0,2,0,0,0,0
591,2,0,2,0,2,0,0,0,0
592,2,0,2,0,2,0,0,0,0
593,2,0,2,0,2,0,0,0,0
594,2,0,2,0,2,0,1,0,0
595,2,0,3,0,2,0,1,0,0
596,2,0,3,0,3,0,1,0,0
597,2,0,3,0,3,0,2,0,0
598,2,0,0,0,3,0,2,0,0
599,2,0,0,0,0,0,2,0,0
600,2,0,0,0,0,0,2,0,0
601,2,0,0,0,0,1,2,0,0
602,2,1,0,0,0,1,2,0,1
603,2,1,0,0,0,1,2,0,1
604,3,1,0,0,0,2,2,0,1
605,3,2,0,0,0,2,2,0,2
606,3,2,0,0,0,2,2,0,2
607,0,2,0,0,0,2,3,0,2
608,0,2,0,0,0,2,3,0,2
609,0,2,0,0,0,2,3,0,2
610,0,2,0,0,0,2,0,0,2
611,0,2,0,0,0,2,0,0,2
612,0,2,0,0,0,2,0,0,2
613,0,2,0,1,0,2,0,0,2
614,0,2,0,1,0,2,0,1,2
615,0,2,0,1,0,2,0,1,3
616,0,2,0,2,0,2,0,1,3
617,0,2,0,2,0,2,0,2,3
618,0,2,0,2,0,2,0,2,0
619,0,2,0,2,0,3,0,2,0
620,0,3,0,2,0,3,0,2,0
621,0,3,0,2,0,3,0,2,0
622,0,3,0,2,0,0,0,2,0
623,0,0,0,2,0,0,0,2,0
624,0,0,0,2,0,0,0,2,0
625,0,0,0,2,0,0,0,2,0
626,0,0,0,3,0,0,0,2,0
627,0,0,0,3,0,0,0,2,0
628,0,0,1,3,0,0,0,2,0
629,0,0,1,0,1,0,0,2,0
630,0,0,1,0,1,0,0,2,0
631,0,0,2,0,1,0,0,2,0
632,1,0,2,0,2,0,0,3,0
633,1,0,2,0,2,0,0,3,0
634,1,0,2,0,2,0,0,3,0
635,2,0,2,0,2,0,0,0,0
636,2,0,2,0,2,0,0,0,0
637,2,0,2,0,2,0,0,0,0
638,2,0,2,0,2,0,0,0,1
639,2,0,2,0,2,0,0,0,1
640,2,0,2,0,2,0,1,0,1
641,2,0,3,0,2,0,1,0,2
642,2,0,3,0,2,0,1,0,2
643,2,0,3,0,2,0,2,0,2
644,2,0,0,0,2,0,2,0,2
645,2,0,0,0,2,0,2,0,2
646,2,0,0,0,2,0,2,0,2
647,2,0,0,0,3,0,2,0,2
648,2,0,0,0,3,0,2,0,2
649,2,0,0,0,3,0,2,0,2
650,3,0,0,0,0,0,2,0,2
651,3,0,0,0,0,0,2,0,3
652,3,0,0,0,0,0,2,0,3
653,0,1,0,0,0,0,3,0,3
654,0,1,0,0,0,0,3,0,0
655,0,1,0,0,0,0,3,0,0
656,0,2,0,0,0,0,0,0,0
657,0,2,0,0,0,1,0,0,0
658,0,2,0,0,0,1,0,0,0
659,0,2,0,1,0,1,0,0,0
660,0,2,0,1,0,2,0,1,0
661,0,2,0,1,0,2,0,1,0
662,0,2,0,2,0,2,0,1,0
663,0,2,0,2,0,2,0,2,0
664,0,2,0,2,0,2,0,2,0
665,0,2,0,2,0,2,0,2,0
666,0,3,0,2,0,2,0,2,0
667,0,3,0,2,0,2,0,2,0
668,0,3,0,2,0,2,0,2,0
669,0,0,0,2,0,2,0,2,0
670,0,0,0,2,0,3,0,2,0
671,0,0,0,2,0,3,0,2,0
672,0,0,0,2,0,3,0,2,0
673,0,0,0,2,0,0,0,2,0
674,0,0,0,2,0,0,0,2,0
675,0,0,0,2,0,0,0,2,0
676,0,0,0,2,0,0,0,2,0
677,0,0,0,3,0,0,0,2,0
